"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","40818","Home-NormalFlow-FirstLost","Desktop - safari","Wed Aug 13 06:44:35 UTC 2025","failed","Wed Aug 13 06:45:16 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","30745","travel-normal-flow","Desktop - Microsoft Edge","Wed Aug 13 06:52:40 UTC 2025","failed","Wed Aug 13 06:53:11 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","54636","accident-normal-flow-with-tax-deduction","Mobile Chrome","Wed Aug 13 06:31:01 UTC 2025","failed","Wed Aug 13 06:31:55 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","38358","accident-normal-flow-with-tax-deduction","Mobile Safari","Wed Aug 13 06:32:41 UTC 2025","failed","Wed Aug 13 06:33:19 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","32222","Home-NormalFlow-Fullvalue","Desktop - chromium","Wed Aug 13 06:40:28 UTC 2025","failed","Wed Aug 13 06:41:00 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","53042","health-normal-flow-no-tax-deduction","Desktop - Microsoft Edge","Wed Aug 13 06:50:13 UTC 2025","failed","Wed Aug 13 06:51:06 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","19459","Home-NormalFlow-Fullvalue","Desktop - Microsoft Edge","Wed Aug 13 06:51:42 UTC 2025","failed","Wed Aug 13 06:52:02 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","28878","travel-normal-flow","Mobile Safari","Wed Aug 13 06:36:12 UTC 2025","failed","Wed Aug 13 06:36:41 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","4616","Home-NormalFlow-FirstLost","Mobile Safari","Wed Aug 13 06:35:54 UTC 2025","failed","Wed Aug 13 06:35:58 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","43836","accident-normal-flow-no-tax-deduction","Mobile Chrome","Wed Aug 13 06:31:56 UTC 2025","failed","Wed Aug 13 06:32:40 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
