"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","51025","health-normal-flow-no-tax-deduction","Mobile Chrome","Wed Sep 17 16:08:27 UTC 2025","failed","Wed Sep 17 16:09:18 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","20769","travel-normal-ต่างประเทศ-รายเที่ยว-เครื่องบิน 2 คน","Mobile Chrome","Wed Sep 17 16:12:58 UTC 2025","failed","Wed Sep 17 16:13:18 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","64020","travel-normal-ในประเทศ-รายเที่ยว-เครื่องบิน 1 คน","Mobile Chrome","Wed Sep 17 16:11:53 UTC 2025","failed","Wed Sep 17 16:12:57 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","27475","Motor-NormalFlow","Mobile Chrome","Wed Sep 17 16:10:31 UTC 2025","failed","Wed Sep 17 16:10:58 UTC 2025","","main-web/motor/normal-flow.spec.ts","",""
"","48294","Home-NormalFlow-Fullvalue","Mobile Chrome","Wed Sep 17 16:09:42 UTC 2025","failed","Wed Sep 17 16:10:30 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","23849","accident-normal-flow-no-tax-deduction","Mobile Chrome","Wed Sep 17 16:07:20 UTC 2025","failed","Wed Sep 17 16:07:44 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","22488","Home-NormalFlow-FirstLost","Mobile Chrome","Wed Sep 17 16:09:18 UTC 2025","failed","Wed Sep 17 16:09:41 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","24094","accident-normal-flow-with-tax-deduction","Mobile Chrome","Wed Sep 17 16:06:55 UTC 2025","failed","Wed Sep 17 16:07:19 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","53083","pet-normal-flow","Mobile Chrome","Wed Sep 17 16:10:59 UTC 2025","failed","Wed Sep 17 16:11:52 UTC 2025","","main-web/pet/pet-normal-flow.spec.ts","",""
"","41019","health-normal-flow-with-tax-deduction","Mobile Chrome","Wed Sep 17 16:07:45 UTC 2025","failed","Wed Sep 17 16:08:26 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
