"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","57747","travel-normal-ต่างประเทศ-รายเที่ยว-เครื่องบิน 2 คน","Mobile Chrome","Wed Sep 17 16:18:56 UTC 2025","failed","Wed Sep 17 16:19:54 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","29373","travel-normal-ในประเทศ-รายเที่ยว-เครื่องบิน 1 คน","Mobile Chrome","Wed Sep 17 16:18:26 UTC 2025","failed","Wed Sep 17 16:18:55 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","25441","accident-normal-flow-with-tax-deduction","Mobile Chrome","Wed Sep 17 16:12:25 UTC 2025","failed","Wed Sep 17 16:12:50 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","58696","pet-normal-flow","Mobile Chrome","Wed Sep 17 16:17:26 UTC 2025","failed","Wed Sep 17 16:18:25 UTC 2025","","main-web/pet/pet-normal-flow.spec.ts","",""
"","46597","Home-NormalFlow-FirstLost","Mobile Chrome","Wed Sep 17 16:15:28 UTC 2025","failed","Wed Sep 17 16:16:14 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","28072","Motor-NormalFlow","Mobile Chrome","Wed Sep 17 16:16:58 UTC 2025","failed","Wed Sep 17 16:17:26 UTC 2025","","main-web/motor/normal-flow.spec.ts","",""
"","63187","health-normal-flow-no-tax-deduction","Mobile Chrome","Wed Sep 17 16:14:24 UTC 2025","failed","Wed Sep 17 16:15:27 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","63659","health-normal-flow-with-tax-deduction","Mobile Chrome","Wed Sep 17 16:13:19 UTC 2025","failed","Wed Sep 17 16:14:23 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","41788","Home-NormalFlow-Fullvalue","Mobile Chrome","Wed Sep 17 16:16:15 UTC 2025","failed","Wed Sep 17 16:16:57 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","26240","accident-normal-flow-no-tax-deduction","Mobile Chrome","Wed Sep 17 16:12:52 UTC 2025","failed","Wed Sep 17 16:13:18 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
