"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","40651","health-normal-flow-no-tax-deduction","Mobile Safari","Thu Aug 07 02:49:49 UTC 2025","failed","Thu Aug 07 02:50:29 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","54623","travel-normal-flow","Desktop - chromium","Thu Aug 07 02:58:01 UTC 2025","failed","Thu Aug 07 02:58:56 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","37474","accident-normal-flow-no-tax-deduction","Desktop - chromium","Thu Aug 07 02:52:43 UTC 2025","failed","Thu Aug 07 02:53:21 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","39949","Home-NormalFlow-Fullvalue","Desktop - safari","Thu Aug 07 03:02:19 UTC 2025","failed","Thu Aug 07 03:02:59 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","74840","health-normal-flow-no-tax-deduction","Desktop - Microsoft Edge","Thu Aug 07 03:08:42 UTC 2025","failed","Thu Aug 07 03:09:57 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","36887","health-normal-flow-no-tax-deduction","Desktop - safari","Thu Aug 07 03:00:58 UTC 2025","failed","Thu Aug 07 03:01:35 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","13661","accident-normal-flow-no-tax-deduction","Mobile Chrome","Thu Aug 07 02:47:33 UTC 2025","failed","Thu Aug 07 02:47:47 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","53861","accident-normal-flow-with-tax-deduction","Desktop - safari","Thu Aug 07 02:58:56 UTC 2025","failed","Thu Aug 07 02:59:50 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","67326","health-normal-flow-with-tax-deduction","Desktop - Microsoft Edge","Thu Aug 07 03:07:34 UTC 2025","failed","Thu Aug 07 03:08:41 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","69827","travel-normal-flow","Mobile Safari","Thu Aug 07 02:50:54 UTC 2025","failed","Thu Aug 07 02:52:04 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","42284","Home-NormalFlow-FirstLost","Desktop - safari","Thu Aug 07 03:01:36 UTC 2025","failed","Thu Aug 07 03:02:18 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","28190","accident-normal-flow-with-tax-deduction","Mobile Chrome","Thu Aug 07 02:47:04 UTC 2025","failed","Thu Aug 07 02:47:32 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","5375","Home-NormalFlow-FirstLost","Mobile Safari","Thu Aug 07 02:50:30 UTC 2025","failed","Thu Aug 07 02:50:36 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","29414","accident-normal-flow-no-tax-deduction","Mobile Safari","Thu Aug 07 02:48:27 UTC 2025","failed","Thu Aug 07 02:48:57 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","33834","accident-normal-flow-with-tax-deduction","Desktop - Microsoft Edge","Thu Aug 07 03:05:35 UTC 2025","failed","Thu Aug 07 03:06:09 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","78842","travel-normal-flow","Desktop - safari","Thu Aug 07 03:04:15 UTC 2025","failed","Thu Aug 07 03:05:34 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","71022","accident-normal-flow-no-tax-deduction","Desktop - firefox","Thu Aug 07 03:13:56 UTC 2025","failed","Thu Aug 07 03:15:07 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","38198","accident-normal-flow-with-tax-deduction","Mobile Safari","Thu Aug 07 02:47:48 UTC 2025","failed","Thu Aug 07 02:48:26 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","5749","Motor-NormalFlow","Mobile Safari","Thu Aug 07 02:50:42 UTC 2025","failed","Thu Aug 07 02:50:48 UTC 2025","","main-web/motor/normal-flow.spec.ts","",""
"","45830","Home-NormalFlow-FirstLost","Desktop - Microsoft Edge","Thu Aug 07 03:09:58 UTC 2025","failed","Thu Aug 07 03:10:44 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","26654","Motorcycle Normal Flow","Desktop - firefox","Thu Aug 07 03:20:00 UTC 2025","failed","Thu Aug 07 03:20:27 UTC 2025","","main-web/motorcycle/motorcycle-normal-flow.spec.ts","",""
