"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","60328","health-normal-flow-with-tax-deduction","Mobile Chrome","2026-03-13","failed","2026-03-13","","main-web/health/health-normal-flow.spec.ts","",""
"","4931","campaign-home-flow","Mobile Chrome","2026-03-13","failed","2026-03-13","","main-web/campaign/motor/motor-campaign-flow.spec.ts","",""
"","67438","Home-NormalFlow-FirstLost","Mobile Chrome","2026-03-13","failed","2026-03-13","","main-web/home/home-normal-flow.spec.ts","",""
"","58404","accident-normal-flow-with-tax-deduction","Mobile Chrome","2026-03-13","failed","2026-03-13","","main-web/accident/accident-normal-flow.spec.ts","",""
"","72228","travel-normal-ต่างประเทศ-รายเที่ยว-เครื่องบิน 2 คน","Mobile Chrome","2026-03-13","failed","2026-03-13","","main-web/travel/travel-normal-flow.spec.ts","",""
"","56809","accident-normal-flow-no-tax-deduction","Mobile Chrome","2026-03-13","failed","2026-03-13","","main-web/accident/accident-normal-flow.spec.ts","",""
"","64492","pet-normal-flow","Mobile Chrome","2026-03-13","failed","2026-03-13","","main-web/pet/pet-normal-flow.spec.ts","",""
"","64901","Home-NormalFlow-Fullvalue","Mobile Chrome","2026-03-13","failed","2026-03-13","","main-web/home/home-normal-flow.spec.ts","",""
"","58395","health-normal-flow-no-tax-deduction","Mobile Chrome","2026-03-13","failed","2026-03-13","","main-web/health/health-normal-flow.spec.ts","",""
"","64463","travel-normal-ในประเทศ-รายเที่ยว-เครื่องบิน 1 คน","Mobile Chrome","2026-03-13","failed","2026-03-13","","main-web/travel/travel-normal-flow.spec.ts","",""
