"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","47861","accident-flow3-droplead","Mobile Chrome","2026-05-04","failed","2026-05-04","Accident-Flow3","main-web/accident/accident-flow3.spec.ts","",""
"","26618","health-normal-flow-with-tax-deduction","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/health/health-normal-flow.spec.ts","",""
"","61288","travel-normal-ต่างประเทศ-รายเที่ยว-America-3คน","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/travel/travel-normal-flow.spec.ts","",""
"","45455","accident-flow2-droplead","Mobile Chrome","2026-05-04","failed","2026-05-04","Accident-Flow2","main-web/accident/accident-flow2.spec.ts","",""
"","20991","pet-normal-flow","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/pet/pet-normal-flow.spec.ts","",""
"","50884","travel-normal-ต่างประเทศ-รายเที่ยว-ญี่ปุ่น-2คน","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/travel/travel-normal-flow.spec.ts","",""
"","44438","accident-flow1-droplead","Mobile Chrome","2026-05-04","failed","2026-05-04","Accident-Flow1","main-web/accident/accident-flow1.spec.ts","",""
"","68377","accident-normal-flow-no-tax-deduction","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/accident/accident-normal-flow.spec.ts","",""
"","45839","accident-flow4-droplead","Mobile Chrome","2026-05-04","failed","2026-05-04","Accident-Flow4","main-web/accident/accident-flow4.spec.ts","",""
"","75085","Home-NormalFlow-Fullvalue","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/home/home-normal-flow.spec.ts","",""
"","18689","travel-normal-ในประเทศ-รายเที่ยว-เครื่องบิน 1 คน","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/travel/travel-normal-flow.spec.ts","",""
"","57653","accident-normal-flow-with-tax-deduction","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/accident/accident-normal-flow.spec.ts","",""
"","85336","travel-normal-ต่างประเทศ-รายเที่ยว-เครื่องบิน 2 คน","Mobile Chrome","2026-05-04","broken","2026-05-04","","main-web/travel/travel-normal-flow.spec.ts","",""
"","6410","campaign-home-flow","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/campaign/motor/motor-campaign-flow.spec.ts","",""
"","76259","Home-NormalFlow-FirstLost","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/home/home-normal-flow.spec.ts","",""
"","86048","travel-normal-ต่างประเทศ-รายปี-WorldWide-6คน","Mobile Chrome","2026-05-04","broken","2026-05-04","","main-web/travel/travel-normal-flow.spec.ts","",""
"","21585","travel-normal-ในประเทศ-รายเที่ยว-เครื่องบิน-1คน","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/travel/travel-normal-flow.spec.ts","",""
"","18430","travel-campaign-exclude-รายเที่ยว-ในประเทศ-1คน","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/campaign/travel/travel-campaign-flow.spec.ts","",""
"","34829","health-normal-flow-no-tax-deduction","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/health/health-normal-flow.spec.ts","",""
