"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14255","Motor-NormalFlow","Desktop - firefox","Tue Aug 19 04:26:53 UTC 2025","failed","Tue Aug 19 04:27:08 UTC 2025","","main-web/motor/normal-flow.spec.ts","",""
"","48561","health-normal-flow-with-tax-deduction","Mobile Safari","Tue Aug 19 04:06:24 UTC 2025","failed","Tue Aug 19 04:07:12 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","40809","accident-normal-flow-no-tax-deduction","Desktop - safari","Tue Aug 19 04:14:08 UTC 2025","failed","Tue Aug 19 04:14:49 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","4520","Home-NormalFlow-FirstLost","Mobile Safari","Tue Aug 19 04:08:03 UTC 2025","failed","Tue Aug 19 04:08:08 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","21719","health-normal-flow-no-tax-deduction","Desktop - safari","Tue Aug 19 04:15:12 UTC 2025","failed","Tue Aug 19 04:15:33 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","32278","Home-NormalFlow-FirstLost","Mobile Chrome","Tue Aug 19 04:04:09 UTC 2025","failed","Tue Aug 19 04:04:41 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","16165","Motor-NormalFlow","Desktop - safari","Tue Aug 19 04:16:38 UTC 2025","failed","Tue Aug 19 04:16:54 UTC 2025","","main-web/motor/normal-flow.spec.ts","",""
"","18513","travel-normal-flow","Mobile Safari","Tue Aug 19 04:08:29 UTC 2025","failed","Tue Aug 19 04:08:47 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","25360","accident-normal-flow-with-tax-deduction","Mobile Safari","Tue Aug 19 04:05:36 UTC 2025","failed","Tue Aug 19 04:06:01 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","15265","travel-normal-flow","Desktop - chromium","Tue Aug 19 04:13:00 UTC 2025","failed","Tue Aug 19 04:13:16 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","32233","Home-NormalFlow-Fullvalue","Desktop - chromium","Tue Aug 19 04:12:15 UTC 2025","failed","Tue Aug 19 04:12:47 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","21347","health-normal-flow-with-tax-deduction","Desktop - safari","Tue Aug 19 04:14:49 UTC 2025","failed","Tue Aug 19 04:15:11 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","33440","Home-NormalFlow-FirstLost","Desktop - firefox","Tue Aug 19 04:25:43 UTC 2025","failed","Tue Aug 19 04:26:16 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","39299","accident-normal-flow-no-tax-deduction","Desktop - chromium","Tue Aug 19 04:09:39 UTC 2025","failed","Tue Aug 19 04:10:19 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","19283","travel-normal-flow","Desktop - safari","Tue Aug 19 04:16:55 UTC 2025","failed","Tue Aug 19 04:17:15 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","28815","Home-NormalFlow-FirstLost","Desktop - safari","Tue Aug 19 04:15:34 UTC 2025","failed","Tue Aug 19 04:16:03 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","28557","health-normal-flow-no-tax-deduction","Desktop - Google Chrome","Tue Aug 19 04:00:06 UTC 2025","failed","Tue Aug 19 04:00:34 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","52336","health-normal-flow-no-tax-deduction","Desktop - firefox","Tue Aug 19 04:24:49 UTC 2025","failed","Tue Aug 19 04:25:41 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","15743","accident-normal-flow-no-tax-deduction","Mobile Chrome","Tue Aug 19 04:02:27 UTC 2025","failed","Tue Aug 19 04:02:43 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","40436","health-normal-flow-no-tax-deduction","Desktop - chromium","Tue Aug 19 04:11:01 UTC 2025","failed","Tue Aug 19 04:11:42 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","11900","Motor-NormalFlow","Desktop - chromium","Tue Aug 19 04:12:48 UTC 2025","failed","Tue Aug 19 04:13:00 UTC 2025","","main-web/motor/normal-flow.spec.ts","",""
"","51794","accident-normal-flow-no-tax-deduction","Desktop - Microsoft Edge","Tue Aug 19 04:18:07 UTC 2025","failed","Tue Aug 19 04:18:59 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","33795","Home-NormalFlow-Fullvalue","Desktop - firefox","Tue Aug 19 04:26:18 UTC 2025","failed","Tue Aug 19 04:26:52 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","50715","accident-normal-flow-no-tax-deduction","Desktop - Google Chrome","Tue Aug 19 03:58:48 UTC 2025","failed","Tue Aug 19 03:59:39 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","32606","Home-NormalFlow-Fullvalue","Desktop - Microsoft Edge","Tue Aug 19 04:21:23 UTC 2025","failed","Tue Aug 19 04:21:55 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","16232","accident-normal-flow-with-tax-deduction","Mobile Chrome","Tue Aug 19 04:02:10 UTC 2025","failed","Tue Aug 19 04:02:26 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","19278","travel-normal-flow","Mobile Chrome","Tue Aug 19 04:05:16 UTC 2025","failed","Tue Aug 19 04:05:35 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","41749","accident-normal-flow-with-tax-deduction","Desktop - firefox","Tue Aug 19 04:22:39 UTC 2025","failed","Tue Aug 19 04:23:20 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","12459","Motor-NormalFlow","Mobile Chrome","Tue Aug 19 04:05:03 UTC 2025","failed","Tue Aug 19 04:05:15 UTC 2025","","main-web/motor/normal-flow.spec.ts","",""
"","40849","accident-normal-flow-no-tax-deduction","Desktop - firefox","Tue Aug 19 04:23:22 UTC 2025","failed","Tue Aug 19 04:24:03 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","28275","travel-normal-flow","Desktop - firefox","Tue Aug 19 04:27:09 UTC 2025","failed","Tue Aug 19 04:27:38 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
