"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","70877","health-normal-flow-with-tax-deduction","Mobile Chrome","2026-02-19","failed","2026-02-19","","main-web/health/health-normal-flow.spec.ts","",""
"","74639","accident-normal-flow-no-tax-deduction","Mobile Chrome","2026-02-19","failed","2026-02-19","","main-web/accident/accident-normal-flow.spec.ts","",""
"","25636","travel-normal-ในประเทศ-รายเที่ยว-เครื่องบิน 1 คน","Mobile Chrome","2026-02-19","failed","2026-02-19","","main-web/travel/travel-normal-flow.spec.ts","",""
"","81861","health-normal-flow-no-tax-deduction","Mobile Chrome","2026-02-19","failed","2026-02-19","","main-web/health/health-normal-flow.spec.ts","",""
"","66426","Home-NormalFlow-Fullvalue","Mobile Chrome","2026-02-19","passed","2026-02-19","","main-web/home/home-normal-flow.spec.ts","",""
"","6393","campaign-home-flow","Mobile Chrome","2026-02-19","failed","2026-02-19","","main-web/campaign/motor/motor-campaign-flow.spec.ts","",""
"","62965","Home-NormalFlow-FirstLost","Mobile Chrome","2026-02-19","passed","2026-02-19","","main-web/home/home-normal-flow.spec.ts","",""
"","72855","pet-normal-flow","Mobile Chrome","2026-02-19","failed","2026-02-19","","main-web/pet/pet-normal-flow.spec.ts","",""
"","69402","accident-normal-flow-with-tax-deduction","Mobile Chrome","2026-02-19","failed","2026-02-19","","main-web/accident/accident-normal-flow.spec.ts","",""
"","18739","travel-normal-ต่างประเทศ-รายเที่ยว-เครื่องบิน 2 คน","Mobile Chrome","2026-02-19","failed","2026-02-19","","main-web/travel/travel-normal-flow.spec.ts","",""
