"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","83383","health-normal-flow-no-tax-deduction","Mobile Chrome","2026-02-18","failed","2026-02-18","","main-web/health/health-normal-flow.spec.ts","",""
"","5815","campaign-home-flow","Mobile Chrome","2026-02-18","failed","2026-02-18","","main-web/campaign/motor/motor-campaign-flow.spec.ts","",""
"","26894","travel-normal-ต่างประเทศ-รายเที่ยว-เครื่องบิน 2 คน","Mobile Chrome","2026-02-18","failed","2026-02-18","","main-web/travel/travel-normal-flow.spec.ts","",""
"","75430","accident-normal-flow-no-tax-deduction","Mobile Chrome","2026-02-18","failed","2026-02-18","","main-web/accident/accident-normal-flow.spec.ts","",""
"","74212","pet-normal-flow","Mobile Chrome","2026-02-18","failed","2026-02-18","","main-web/pet/pet-normal-flow.spec.ts","",""
"","69007","health-normal-flow-with-tax-deduction","Mobile Chrome","2026-02-18","failed","2026-02-18","","main-web/health/health-normal-flow.spec.ts","",""
"","72029","Home-NormalFlow-FirstLost","Mobile Chrome","2026-02-18","failed","2026-02-18","","main-web/home/home-normal-flow.spec.ts","",""
"","68914","Home-NormalFlow-Fullvalue","Mobile Chrome","2026-02-18","failed","2026-02-18","","main-web/home/home-normal-flow.spec.ts","",""
"","17054","travel-normal-ในประเทศ-รายเที่ยว-เครื่องบิน 1 คน","Mobile Chrome","2026-02-18","failed","2026-02-18","","main-web/travel/travel-normal-flow.spec.ts","",""
"","67046","accident-normal-flow-with-tax-deduction","Mobile Chrome","2026-02-18","failed","2026-02-18","","main-web/accident/accident-normal-flow.spec.ts","",""
