"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16505","accident-normal-flow-no-tax-deduction","Mobile Chrome","Mon Oct 06 03:59:37 UTC 2025","failed","Mon Oct 06 03:59:53 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","63770","Home-NormalFlow-FirstLost","Mobile Chrome","Mon Oct 06 04:02:06 UTC 2025","passed","Mon Oct 06 04:03:10 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","29233","Motor-NormalFlow","Mobile Chrome","Mon Oct 06 04:04:01 UTC 2025","failed","Mon Oct 06 04:04:30 UTC 2025","","main-web/motor/normal-flow.spec.ts","",""
"","17842","travel-normal-ในประเทศ-รายเที่ยว-เครื่องบิน 1 คน","Mobile Chrome","Mon Oct 06 04:05:22 UTC 2025","failed","Mon Oct 06 04:05:40 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","51192","pet-normal-flow","Mobile Chrome","Mon Oct 06 04:04:31 UTC 2025","passed","Mon Oct 06 04:05:22 UTC 2025","","main-web/pet/pet-normal-flow.spec.ts","",""
"","61042","health-normal-flow-no-tax-deduction","Mobile Chrome","Mon Oct 06 04:01:05 UTC 2025","passed","Mon Oct 06 04:02:06 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","70545","health-normal-flow-with-tax-deduction","Mobile Chrome","Mon Oct 06 03:59:54 UTC 2025","broken","Mon Oct 06 04:01:05 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","15150","travel-normal-ต่างประเทศ-รายเที่ยว-เครื่องบิน 2 คน","Mobile Chrome","Mon Oct 06 04:05:41 UTC 2025","failed","Mon Oct 06 04:05:56 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","50769","Home-NormalFlow-Fullvalue","Mobile Chrome","Mon Oct 06 04:03:10 UTC 2025","passed","Mon Oct 06 04:04:01 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","27135","accident-normal-flow-with-tax-deduction","Mobile Chrome","Mon Oct 06 03:59:09 UTC 2025","failed","Mon Oct 06 03:59:36 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
