"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13362","Motor-NormalFlow","Desktop - Microsoft Edge","Tue Aug 19 06:55:03 UTC 2025","failed","Tue Aug 19 06:55:17 UTC 2025","","main-web/motor/normal-flow.spec.ts","",""
"","19925","travel-normal-flow","Desktop - safari","Tue Aug 19 06:50:16 UTC 2025","failed","Tue Aug 19 06:50:36 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","16284","travel-normal-flow","Desktop - Google Chrome","Tue Aug 19 06:35:07 UTC 2025","failed","Tue Aug 19 06:35:23 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","29316","accident-normal-flow-no-tax-deduction","Mobile Safari","Tue Aug 19 06:39:54 UTC 2025","failed","Tue Aug 19 06:40:23 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","26608","accident-normal-flow-no-tax-deduction","Desktop - Google Chrome","Tue Aug 19 06:31:55 UTC 2025","failed","Tue Aug 19 06:32:21 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","53741","accident-normal-flow-with-tax-deduction","Desktop - Google Chrome","Tue Aug 19 06:30:55 UTC 2025","failed","Tue Aug 19 06:31:48 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","30004","Home-NormalFlow-Fullvalue","Desktop - Google Chrome","Tue Aug 19 06:34:22 UTC 2025","failed","Tue Aug 19 06:34:52 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","22032","health-normal-flow-with-tax-deduction","Desktop - safari","Tue Aug 19 06:48:18 UTC 2025","failed","Tue Aug 19 06:48:40 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","28977","Home-NormalFlow-Fullvalue","Desktop - safari","Tue Aug 19 06:49:32 UTC 2025","failed","Tue Aug 19 06:50:01 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","50219","health-normal-flow-with-tax-deduction","Mobile Safari","Tue Aug 19 06:40:24 UTC 2025","failed","Tue Aug 19 06:41:14 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","28348","Home-NormalFlow-FirstLost","Desktop - safari","Tue Aug 19 06:49:03 UTC 2025","failed","Tue Aug 19 06:49:31 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","4624","Home-NormalFlow-Fullvalue","Mobile Safari","Tue Aug 19 06:42:09 UTC 2025","failed","Tue Aug 19 06:42:14 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","18259","travel-normal-flow","Mobile Safari","Tue Aug 19 06:42:30 UTC 2025","failed","Tue Aug 19 06:42:48 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","51632","health-normal-flow-with-tax-deduction","Desktop - firefox","Tue Aug 19 06:57:33 UTC 2025","failed","Tue Aug 19 06:58:25 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","63986","accident-normal-flow-no-tax-deduction","Desktop - chromium","Tue Aug 19 06:43:27 UTC 2025","passed","Tue Aug 19 06:44:31 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","39972","accident-normal-flow-with-tax-deduction","Desktop - Microsoft Edge","Tue Aug 19 06:50:36 UTC 2025","failed","Tue Aug 19 06:51:16 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","27074","travel-normal-flow","Desktop - chromium","Tue Aug 19 06:46:35 UTC 2025","failed","Tue Aug 19 06:47:02 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","51402","health-normal-flow-no-tax-deduction","Desktop - Microsoft Edge","Tue Aug 19 06:53:15 UTC 2025","failed","Tue Aug 19 06:54:07 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","26471","accident-normal-flow-with-tax-deduction","Mobile Safari","Tue Aug 19 06:39:26 UTC 2025","failed","Tue Aug 19 06:39:52 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","47977","health-normal-flow-no-tax-deduction","Mobile Safari","Tue Aug 19 06:41:15 UTC 2025","failed","Tue Aug 19 06:42:03 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","51396","accident-normal-flow-no-tax-deduction","Desktop - firefox","Tue Aug 19 06:56:40 UTC 2025","failed","Tue Aug 19 06:57:32 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","40281","health-normal-flow-no-tax-deduction","Desktop - Google Chrome","Tue Aug 19 06:33:05 UTC 2025","failed","Tue Aug 19 06:33:46 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","32177","Home-NormalFlow-FirstLost","Desktop - Microsoft Edge","Tue Aug 19 06:54:08 UTC 2025","failed","Tue Aug 19 06:54:40 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","37512","accident-normal-flow-with-tax-deduction","Desktop - chromium","Tue Aug 19 06:42:49 UTC 2025","failed","Tue Aug 19 06:43:26 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","52267","health-normal-flow-no-tax-deduction","Desktop - firefox","Tue Aug 19 06:58:27 UTC 2025","failed","Tue Aug 19 06:59:19 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","28159","travel-normal-flow","Desktop - firefox","Tue Aug 19 07:00:34 UTC 2025","failed","Tue Aug 19 07:01:02 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","42536","health-normal-flow-with-tax-deduction","Mobile Chrome","Tue Aug 19 06:36:07 UTC 2025","failed","Tue Aug 19 06:36:49 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","17861","accident-normal-flow-no-tax-deduction","Mobile Chrome","Tue Aug 19 06:35:48 UTC 2025","failed","Tue Aug 19 06:36:06 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","14237","Motor-NormalFlow","Mobile Safari","Tue Aug 19 06:42:15 UTC 2025","failed","Tue Aug 19 06:42:29 UTC 2025","","main-web/motor/normal-flow.spec.ts","",""
"","22050","Home-NormalFlow-Fullvalue","Desktop - firefox","Tue Aug 19 06:59:55 UTC 2025","failed","Tue Aug 19 07:00:17 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","31200","Home-NormalFlow-Fullvalue","Mobile Chrome","Tue Aug 19 06:38:18 UTC 2025","failed","Tue Aug 19 06:38:49 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
