"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31108","pet-normal-flow","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/pet/pet-normal-flow.spec.ts","",""
"","67872","travel-normal-ต่างประเทศ-รายเที่ยว-ญี่ปุ่น-2คน","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/travel/travel-normal-flow.spec.ts","",""
"","43131","accident-normal-flow-with-tax-deduction","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/accident/accident-normal-flow.spec.ts","",""
"","35222","health-normal-flow-with-tax-deduction","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/health/health-normal-flow.spec.ts","",""
"","50130","travel-normal-ในประเทศ-รายเที่ยว-เครื่องบิน 1 คน","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/travel/travel-normal-flow.spec.ts","",""
"","85774","travel-normal-ต่างประเทศ-รายเที่ยว-เครื่องบิน 2 คน","Mobile Chrome","2026-05-04","broken","2026-05-04","","main-web/travel/travel-normal-flow.spec.ts","",""
"","44867","accident-flow1-droplead","Mobile Chrome","2026-05-04","failed","2026-05-04","Accident-Flow1","main-web/accident/accident-flow1.spec.ts","",""
"","66709","Home-NormalFlow-FirstLost","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/home/home-normal-flow.spec.ts","",""
"","74355","Home-NormalFlow-Fullvalue","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/home/home-normal-flow.spec.ts","",""
"","67370","travel-normal-ต่างประเทศ-รายปี-WorldWide-6คน","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/travel/travel-normal-flow.spec.ts","",""
"","62614","health-normal-flow-no-tax-deduction","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/health/health-normal-flow.spec.ts","",""
"","49707","Motor Online Flow2 Fixed Product","Mobile Chrome","2026-05-04","failed","2026-05-04","Motor-Flow2","main-web/motor/motor-flow2.spec.ts","",""
"","68176","travel-normal-ต่างประเทศ-รายเที่ยว-America-3คน","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/travel/travel-normal-flow.spec.ts","",""
"","67210","accident-normal-flow-no-tax-deduction","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/accident/accident-normal-flow.spec.ts","",""
"","45073","accident-flow2-droplead","Mobile Chrome","2026-05-04","failed","2026-05-04","Accident-Flow2","main-web/accident/accident-flow2.spec.ts","",""
"","13431","Motor Online Flow1 - Droplead","Mobile Chrome","2026-05-04","passed","2026-05-04","Motor-Flow1","main-web/motor/motor-flow1.spec.ts","",""
"","58765","travel-normal-ในประเทศ-รายเที่ยว-เครื่องบิน-1คน","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/travel/travel-normal-flow.spec.ts","",""
"","21416","Motor Online Flow3 Filtered Product","Mobile Chrome","2026-05-04","failed","2026-05-04","Motor-Flow3","main-web/motor/motor-flow3.spec.ts","",""
"","27976","Motor Online: ประกันชั้น1-ไม่ระบุผู้ขับขี่ ไม่ระบุประกันเดิม","Mobile Chrome","2026-05-04","failed","2026-05-04","Motor-NormalFlow","main-web/motor/motor-normal-flow.spec.ts","",""
"","3261","campaign-home-flow","Mobile Chrome","2026-05-04","failed","2026-05-04","","main-web/campaign/motor/motor-campaign-flow.spec.ts","",""
"","44984","accident-flow4-droplead","Mobile Chrome","2026-05-04","failed","2026-05-04","Accident-Flow4","main-web/accident/accident-flow4.spec.ts","",""
"","45216","accident-flow3-droplead","Mobile Chrome","2026-05-04","failed","2026-05-04","Accident-Flow3","main-web/accident/accident-flow3.spec.ts","",""
