"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","27208","travel-normal-ในประเทศ-รายเที่ยว-เครื่องบิน 1 คน","Mobile Chrome","Wed Oct 22 07:41:52 UTC 2025","failed","Wed Oct 22 07:42:20 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","27226","Home-NormalFlow-FirstLost","Mobile Chrome","Wed Oct 22 07:39:50 UTC 2025","failed","Wed Oct 22 07:40:17 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","65065","health-normal-flow-no-tax-deduction","Mobile Chrome","Wed Oct 22 07:38:45 UTC 2025","passed","Wed Oct 22 07:39:50 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","66356","health-normal-flow-with-tax-deduction","Mobile Chrome","Wed Oct 22 07:37:39 UTC 2025","passed","Wed Oct 22 07:38:45 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","25332","travel-normal-ต่างประเทศ-รายเที่ยว-เครื่องบิน 2 คน","Mobile Chrome","Wed Oct 22 07:42:20 UTC 2025","failed","Wed Oct 22 07:42:46 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","26095","Motor-NormalFlow","Mobile Chrome","Wed Oct 22 07:41:07 UTC 2025","failed","Wed Oct 22 07:41:33 UTC 2025","","main-web/motor/motor-normal-flow.spec.ts","",""
"","16960","accident-normal-flow-no-tax-deduction","Mobile Chrome","Wed Oct 22 07:36:44 UTC 2025","failed","Wed Oct 22 07:37:01 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","47684","Home-NormalFlow-Fullvalue","Mobile Chrome","Wed Oct 22 07:40:18 UTC 2025","failed","Wed Oct 22 07:41:06 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","18092","pet-normal-flow","Mobile Chrome","Wed Oct 22 07:41:34 UTC 2025","failed","Wed Oct 22 07:41:52 UTC 2025","","main-web/pet/pet-normal-flow.spec.ts","",""
"","35761","campaign-home-flow","Mobile Chrome","Wed Oct 22 07:37:02 UTC 2025","failed","Wed Oct 22 07:37:38 UTC 2025","","main-web/campaign/motor/motor-campaign-flow.spec.ts","",""
"","17521","accident-normal-flow-with-tax-deduction","Mobile Chrome","Wed Oct 22 07:36:25 UTC 2025","failed","Wed Oct 22 07:36:42 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
