"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","81378","travel-normal-ในประเทศ-รายเที่ยว-เครื่องบิน 1 คน","Mobile Chrome","Thu Sep 18 08:35:41 UTC 2025","broken","Thu Sep 18 08:37:02 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","66964","health-normal-flow-no-tax-deduction","Mobile Chrome","Thu Sep 18 08:31:54 UTC 2025","passed","Thu Sep 18 08:33:01 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","49224","health-normal-flow-with-tax-deduction","Mobile Chrome","Thu Sep 18 08:31:04 UTC 2025","failed","Thu Sep 18 08:31:53 UTC 2025","","main-web/health/health-normal-flow.spec.ts","",""
"","14037","accident-normal-flow-no-tax-deduction","Mobile Chrome","Thu Sep 18 08:30:49 UTC 2025","failed","Thu Sep 18 08:31:03 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","28024","Motor-NormalFlow","Mobile Chrome","Thu Sep 18 08:34:24 UTC 2025","failed","Thu Sep 18 08:34:52 UTC 2025","","main-web/motor/normal-flow.spec.ts","",""
"","15923","accident-normal-flow-with-tax-deduction","Mobile Chrome","Thu Sep 18 08:30:31 UTC 2025","failed","Thu Sep 18 08:30:47 UTC 2025","","main-web/accident/accident-normal-flow.spec.ts","",""
"","46908","pet-normal-flow","Mobile Chrome","Thu Sep 18 08:34:53 UTC 2025","failed","Thu Sep 18 08:35:40 UTC 2025","","main-web/pet/pet-normal-flow.spec.ts","",""
"","70193","travel-normal-ต่างประเทศ-รายเที่ยว-เครื่องบิน 2 คน","Mobile Chrome","Thu Sep 18 08:37:03 UTC 2025","broken","Thu Sep 18 08:38:13 UTC 2025","","main-web/travel/travel-normal-flow.spec.ts","",""
"","47446","Home-NormalFlow-Fullvalue","Mobile Chrome","Thu Sep 18 08:33:36 UTC 2025","failed","Thu Sep 18 08:34:24 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
"","34566","Home-NormalFlow-FirstLost","Mobile Chrome","Thu Sep 18 08:33:01 UTC 2025","failed","Thu Sep 18 08:33:36 UTC 2025","","main-web/home/home-normal-flow.spec.ts","",""
